name,fuse_mode,flip,vflip,checkpoints,sizes,pre_fuse_topk,wbf_score_mode,wbf_expected_views,score,iou,class_score,class_iou,map,ap50,ap75,aps,apm,apl,ar100,ap50_cotton_aphid,ap50_leaf_hopper_jassids,ap50_american_bollworm,ap50_bacterial_leaf_blight,ap50_alternaria_leaf_spot,ap50_cotton_leaf_curl_virus,ap50_fusarium_wilt,ap50_verticillium_wilt,ap50_leaf_variegation,ap50_leaf_reddening,ap50_herbicide_growth_damage,ap50_open_cotton_boll,ap50_healthy
wbf_flip1v1_s0.005_iou0.45,wbf,1,1,1,640+768+896,700,consensus,12,0.005,0.45,"{""11"": 0.02}",{},0.8762325702580506,0.9702072831501395,0.8906886190537929,0.15573846545561248,0.640794403728783,0.888778732705229,0.9045019645967513,0.950897331885655,0.9209623182148776,0.9857682453054807,0.9488563928523626,1.0,0.9817517484660995,0.9759041490822046,0.9716999262038006,1.0,0.985650770681583,1.0,0.8982995078307046,0.9929042904290432
