name,fuse_mode,flip,vflip,checkpoints,sizes,pre_fuse_topk,wbf_score_mode,wbf_expected_views,score,iou,class_score,class_iou,map,ap50,ap75,aps,apm,apl,ar100,ap50_cotton_aphid,ap50_leaf_hopper_jassids,ap50_american_bollworm,ap50_bacterial_leaf_blight,ap50_alternaria_leaf_spot,ap50_cotton_leaf_curl_virus,ap50_fusarium_wilt,ap50_verticillium_wilt,ap50_leaf_variegation,ap50_leaf_reddening,ap50_herbicide_growth_damage,ap50_open_cotton_boll,ap50_healthy
wbf_flip1v1_s0.005_iou0.45,wbf,1,1,1,640+768+896,700,consensus,12,0.005,0.45,"{""11"": 0.02}",{},0.881058573190169,0.9675634420891008,0.8868934406544414,0.15997020448752036,0.5744296230795848,0.8945545604625535,0.9118706201644591,0.9519349982720614,0.9259229837948187,0.9848159187729689,0.9461411094732451,0.9993542832544124,0.9715291130469135,0.9626330518783757,0.970738097745945,1.0,0.9836680373463704,1.0,0.8878677816360039,0.9937193719371934
