epoch,train_loss,lr,mAP50_95,AP50,AP75,APS,APM,APL
28,12.681846524090048,0.0001399999999999905,0.7717753368089384,0.9029697698695944,0.7851324800820128,0.2626498185798778,0.5530122880286295,0.8118648966822988
29,12.435565025374283,0.0001399999999999905,0.7746181115407532,0.9047783197408575,0.7872924515395958,0.2585527491467963,0.5620424049299917,0.8144960019674407
30,12.472124737595625,0.0001399999999999905,0.7774319204253786,0.9063633276625381,0.7898316253282128,0.27298158913486614,0.554618125806688,0.8180993474163236
31,12.279201995168037,0.0001399999999999905,0.7799907734295284,0.9102020018168727,0.7862932706235216,0.27470755044514267,0.5575669458217485,0.8213472258531108
32,12.115288422405104,0.0001399999999999905,0.7805311965591539,0.910523023116355,0.786734976555958,0.28122526721047536,0.5601038864971186,0.8224583758718922
33,12.152963518767748,0.0001399999999999905,0.7811460464676476,0.9128907066895112,0.779560253286724,0.2734060192399287,0.5649010947772117,0.8218575314142332
34,12.189703654125589,0.0001399999999999905,0.7845941353675572,0.9135083305693575,0.7924189224371148,0.2667912847445908,0.5738628521265294,0.8250174459797266
35,11.79610130320246,0.0001399999999999905,0.7843096532640952,0.9082748211647506,0.7955738562566752,0.2604104805451194,0.5729792204246346,0.8236232159401322
36,10.324444335464936,0.0001399999999999905,0.7836361651641638,0.9093166359211848,0.7914362306457668,0.2710183136812948,0.5761082551976947,0.8233396024095905
37,9.991393055445897,0.0001399999999999905,0.7843660644949009,0.9082732905739248,0.7914521358406333,0.28494665890109383,0.5689614498670554,0.8245226625146067
38,9.606907540810347,0.0001399999999999905,0.7848674949116822,0.9055002414184268,0.7937510309131881,0.2844086470577296,0.5726067863474431,0.8240067105008526
39,9.434532634970404,0.0001399999999999905,0.7854088815235816,0.9045952425942628,0.8043091348693031,0.274617756380161,0.577075368728883,0.824077420473833
40,9.164725432553675,0.0001399999999999905,0.7852165144412888,0.9014830270933035,0.8056422584001155,0.2772616021031453,0.5799221871005462,0.8224632637658893
41,8.831000697933174,0.0001399999999999905,0.7853339248327925,0.902064400853687,0.8050703281723787,0.2724391730758248,0.5799578573823664,0.8229896794360781
42,8.700195948351341,0.0001399999999999905,0.7849513365657419,0.9018061447236049,0.8023764049905816,0.2763434382835866,0.591990069661923,0.8220098017767211
43,8.497033957035109,0.0001399999999999905,0.7810039946176962,0.8950563412853739,0.7993924002019834,0.28283914041881464,0.5889302650377813,0.8186677328449857
44,8.475485057727294,0.0001399999999999905,0.7808819393613772,0.8956458532480595,0.7974510219858075,0.29794605513129896,0.6066046886756228,0.8164405267798808
45,8.254914325364782,0.0001399999999999905,0.7804806505112171,0.8958861081234656,0.7976811121292983,0.3003920990819388,0.6104488305273756,0.8153090873112503
46,8.12195413433873,0.0001399999999999905,0.7826708213151844,0.8977452254038928,0.7999281007696415,0.30274218409062126,0.6106851113265991,0.8182618396712743
47,8.12964109253834,0.0001399999999999905,0.7840806852603757,0.8982556537878233,0.8027980609736793,0.3817175112689891,0.6167564127655965,0.8187628546272671
48,7.841548108052255,0.0001399999999999905,0.7846154030060029,0.9007476455205565,0.798334577999946,0.3428437112441978,0.6180076107919752,0.8200446821173475
49,7.835030451180769,0.0001399999999999905,0.7858377078297245,0.8993608580606816,0.7991549578840064,0.41192493423606485,0.6207809505761472,0.8208659794287099
50,7.657501712040931,0.0001399999999999905,0.7851943144674278,0.9034395103441897,0.8002798188717855,0.4160709959772913,0.6234920837398459,0.8208632702263474
51,7.539374630094643,0.0001399999999999905,0.7874395349659264,0.9041071992241576,0.8041629074290111,0.4185787728998188,0.6333125923636878,0.8230854667939682
52,7.433982529203124,0.0001399999999999905,0.7868804667875395,0.9031329617028225,0.8017033016532746,0.41149497900745463,0.6407398892861192,0.8220166578533016
53,7.299806993061884,0.0001399999999999905,0.7868968956201695,0.9020714630214068,0.8019013701903599,0.4121129271299499,0.6397501076993827,0.8217320225278506
54,7.349807028808239,0.0001399999999999905,0.7868753278225126,0.8990254089721494,0.803609607318728,0.4130481555444232,0.6398537053075055,0.8220210966989508
55,7.240171876757167,0.0001399999999999905,0.7881652837760282,0.8992728724979543,0.8062370571053277,0.4125840381064838,0.6447380245458927,0.8222428925456876
56,7.040852090476053,0.0001399999999999905,0.7875668521089766,0.8974748197583577,0.8075895432786643,0.40689131092790753,0.6481999580445004,0.8214460018633921
57,7.01135123790666,0.0001399999999999905,0.7834676492445244,0.8924233968872074,0.8072990655623453,0.40270829199052555,0.6497219328528058,0.8166166292441255
58,6.8610682084098675,0.0001399999999999905,0.7845515602509411,0.8938985637790728,0.8082013798801957,0.43479707027712383,0.6440412422676829,0.816740151398144
59,6.779436727378551,0.0001399999999999905,0.784155646191065,0.895268315269093,0.8053535129974779,0.4186300535075324,0.65083241632828,0.8154668841697569
60,6.652583521986567,0.0001399999999999905,0.7833457402862011,0.8961580160333261,0.8026915682886407,0.4283329501412064,0.6535028588721842,0.8151879601777446
61,6.629774819892657,0.0001399999999999905,0.7844025449359581,0.900927244438287,0.801930747835834,0.4315945968890728,0.6526607722816185,0.8155902409368431
62,6.564597025072057,0.0001399999999999905,0.7839462153705475,0.8999424659718187,0.801176246069785,0.43097044222403935,0.6520907734366742,0.8151474674655396
63,6.586078740086414,0.0001399999999999905,0.7845207846590442,0.8976721810765269,0.8039788442259304,0.4429881670427049,0.6563268532283107,0.8161712804255206
